listing_id,state,user_id,category_id,title,description,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,category_path,category_path_ids,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
666769182,active,100252069,69150433,"Gender Reveal Balloon Kit , Boy or Girl Confetti Balloon , Pink or Blue, He or She What Will Baby Be","Giant &quot;boy or girl?&quot; or &quot;Little sister or Little Brother&quot; balloon for the baby gender reveal! This gender reveal balloon kit is the perfect way to reveal the sex of the little baby. A trendy reveal to let everyone know the baby&#39;s gender! THIS IS A KIT!  You assemble!

Our gender reveal balloon allows excitement to build on whether your bundle of joy is a boy or a girl! As you burst the balloon pink or blue confetti will cascade to the ground in a truly spectacular &#39;Pop&#39;. The most stunning way to reveal the gender of your baby and a moment to treasure - Remember to take lots of photos so the moment will last forever! 


Our gender reveal balloon comes with pink and blue confetti - choose which color and YOU pop it inside the balloon. Add the tassels in pink and blue (assembly required, and directions included!) around the string so the reveal remains a surprise until the pop!

Each pack contains One 36&quot; (Diameter) balloon. Four tassels (two pink and two blue) measuring 20cm (H) and 6cm (W). 

Pack contains 1  - 36&quot; balloon, tassels (2 of each blue and pink with the boy or girl balloon, 1 of each blue and pink with the little sister, little brother balloon), both blue and pink confetti to fill the balloon - and 40 inches  (L) clear string for the tail.

Price is for ONE Balloon.  Please select the total number you need!


Complete your whole party with EnFete – browse the shop to find matching boutique party supplies – everything from cups and plates, to banners and balloons.  Everything you need to put together a perfectly coordinated party.


Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573438982,1583889782,1549338069,1573438982,10.50,USD,93,"['GR-OB-115', 'GR-TW-836']","['gender reveal ideas', 'What will baby be', 'reveal for family', 'gender reveal boy', 'gender reveal girl', 'giant balloon', '36 inch balloon', 'reveal balloon', 'confetti balloon', 'baby reveal', 'here for the sex', 'balloon tassels', 'Boy or Girl Balloon']",['Supplies'],[69150433],"['love and joy', 'pink confetti', 'blue confetti', '36 inch gender reveal balloon']",24169487,,1570983575,https://www.etsy.com/listing/666769182/gender-reveal-balloon-kit-boy-or-girl?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,2547,360,30193416802,1,3,someone_else,true,2010_2019,8,oz,6.5,6,0.25,in,False,girls,,"['Fantasy', 'Traditional']",False,True,False,,False,en-US,True,6433,"['Craft Supplies & Tools', 'Decorations & Embellishments', 'Confetti']",False,False
665256889,active,100252069,69150367,"Buffalo Plaid Treat Bags, Lumberjack Party Favors","Sets of 10 Red and Black Buffalo Treat Bags in three sizes.  Perfect for packaging treats, favors or for gift wrapping.  Use for popcorn or cookie favors for weddings, bridal showers, baby showers, and birthdays.  Use for wrapping holiday, Christmas and other treats.   Makes your lumberjack party or flannel, furs and fizz party complete!

Color: Red and Black Buffalo Check 

Three Sizes:

Extra Large Size (LxWxH): 5 x 3 x 11
Quantity in Set: 10

Large Size (L x W x H):  4 x 2 x 9 inches
Quantity in Set: 10

Medium Size (L x W x H):  3.5 x 2 x 7.5 inches
Quantity in Set: 10

Ships folded flat!

ORDERING OPTIONS:

Extra Large Bags Only
Large Bags Only
Medium Bags Only

or

10 Large Bags PLUS 10 Chopping By Favor tags (with 10, 11 inch pieces of Black Satin Ribbon for tying on tags.)
or
10 Medium Bags PLUS 10 Chopping By Favor tags (with 10, 11 inch pieces of Black Satin Ribbon for tying on tags.)
or
10 Large Bags and 10 Moose tags (with 10, 11 inch pieces of Black Satin Ribbon for tying on tags.)
or
10 Large Bags and 10 Chopping By tags (with 10, 11 inch pieces of Black Satin Ribbon for tying on tags.)


Complete your whole party with EnFete – browse the shop to find matching boutique party supplies – everything from cups and plates, to banners and balloons.  Everything you need to put together a perfectly coordinated party.


Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573438596,1583889396,1544153407,1573438596,3.00,USD,44,[],"['cookie packaging', 'bachelorette party', 'buffalo plaid', 'buffalo check', 'lumberjack party', 'lumberjack thank you', 'plaid party decor', 'flannels fur fizz', 'cookie bags', 'treat bags', 'flannel fling treats', 'holiday treats', 'christmas cello bag']",['Paper Goods'],[69150367],"['cellophane buffalo check bags', 'lumberjack favor tags', 'black satin ribbon']",20879105,,1544153407,https://www.etsy.com/listing/665256889/buffalo-plaid-treat-bags-lumberjack?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,529,31,30193416802,1,3,someone_else,true,2010_2019,3,oz,9,6,4,in,False,,,,False,False,False,,False,en-US,True,1348,"['Paper & Party Supplies', 'Party Supplies', 'Party Favors & Games', 'Favor Bags & Containers']",False,False
695750241,active,100252069,69150433,"Gold Glittered Cocktail Glasses, Set of 12 9 oz","Crafted from the premium quality heavy duty clear plastic, these chic Gold Glitter Dust Sprinkled Glasses are a perfect blend of affordability and disposability. Perfect for a bridal shower, baby shower, or wedding - WAY nicer than your average plastic cups!

Mimicking the transparent elegance of real glass with beautiful shiny gold glitter sprinkled throughout, these cute cups make ideal dishware to present your Fresh Juices, Summer Beverages, Cocktails, Desserts, and other treats. 

Unlike glass, these plastic glasses won’t shatter when dropped, this attribute makes them an ideal stemware to be used for family and children functions. With the elegance of upscale glass and cost-effectiveness of plastic, these Blush Glittered Glasses are perfect for weddings, baby showers,  cocktails parties, clubs, and even for home use.  Perfect for tailgating or a Derby Party!


Additional Information:

Product Material: Hard Plastic
Color: Clear with Gold Glitter
Product Size : 9 Oz
Width : 3 Inch
Height : 3 Inch
BPA Free : Yes
Eco-Friendly: Yes

WARNING : Not Microwave or Dishwasher Safe

Complete your WHOLE party with EnFete!  See the complete line of plates, cups, banners, balloons, party favors, and backdrops.  Get everything you need in one shop!

Subscribe to receive info on new items & sales, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573438574,1583889374,1554260442,1573438574,5.50,USD,69,['PLST_CU0054_CLRG (GOLD)'],"['wedding glassware', 'glittered glasses', 'baby girl shower', 'her 30th birthday', 'wedding toast', 'disposable drinkware', 'cocktail glasses', '9 oz cocktail glass', 'bridal shower cups', 'princess party', 'oh baby', 'baby shower', 'gold cups']",['Supplies'],[69150433],['Plastic'],25442713,,1567867184,https://www.etsy.com/listing/695750241/gold-glittered-cocktail-glasses-set-of?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,172,15,30193416802,1,3,someone_else,true,2010_2019,4,oz,6,5,3,in,False,,,,True,False,False,,True,en-US,False,6854,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Cups']",False,False
726226997,active,100252069,69150367,Gather Signs and Plaid Fall Garland Options,"Gather signs and fall plaid garlands in candy corn and brown plaid colors - the perfect autumn decorations. Use as a fall photo prop for your family photos.  The perfect idea for autumn decorating - use as a mantle garland, a Halloween banner, use above your doorway to greet trick-or-treaters and Thanksgiving guests, dress a window or wall with a couple of garlands for a fall party. These garlands look lovely strung on the front of a table or across a mantle - so many uses for these banners.  

OPTIONS:

Candy Corn Plaid Garland (Handmade) :

•  8 total &#39;flags&#39; on a gold ribbon (pattern may vary based on availability.)   Lovely candy corn colors plaid -reverses to plaid on a different angle.

•  Garland measures 5 feet wide.  Each flag is approximately 5.5 inches from top to bottom.  Made of paper - not meant to be an long-term outdoor decoration.  Do not get wet.


Gather Garland (Found by EnFete) :

Stylish and elegant, this &quot;Gather&quot; banner elevates the traditional Thanksgiving tablescape with clean copper foil and simple kraft leaves. From farmhouse to modern downtown, this small &quot;Gather&quot; banner lends itself to being part of a table top display or accenting your mantle.

• Banner is approximately 1.5&#39; long

• 4 total 2&quot; x 3&quot; Leaf pieces, one 6&quot; x 3.5&quot; gather piece

• 1 &quot;Gather&quot; chipboard piece, 4 chipboard leaf pieces

• Copper foil

• Kraft chipboard


Brown Plaid Garland (Handmade):

A beautiful Thanksgiving decorating idea - a fall garland made of brown plaid.

• 8 total &#39;flags&#39; on a tan and ivory ribbon (pattern may vary based on availability.) Pattern reverses to plaid on a different angle, and can be restrung to give a different look. Very versatile!

• Measures 5 feet wide. Each flag is approximately 5.5 inches from top to bottom. Made of paper - not meant to be an long-term outdoor decoration. Do not get wet.


+++YES - I make a custom banner to match your event.  Message me with your theme or colors and we can coordinate options! I love custom orders and we can work together to customize your item for your event.  Do you need a longer banner?  Just message me and we can coordinate the details!

Lots of matching fall decor in the shop.  Complete your party with EnFete!

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573437573,1583888373,1564855098,1573437573,13.00,USD,37,"['HM-CANDYCRN', 'HM-BRWPLAID', 'MI-THP109']","['Halloween decor', 'thanksgiving decor', 'mantle garland', 'candy corn colors', 'autumn decorations', 'fall garland', 'gather banner', 'fall decorations', 'friendsgiving', 'fall plaid banner', 'gather signs', 'photo prop', 'autumn garland']",['Paper Goods'],[69150367],"['gold ribbon', 'candy corn fall colors plaid cardstock', 'brown plaid paper garland on ivory ribbon', 'gather banner']",24541661,1,1564855601,https://www.etsy.com/listing/726226997/gather-signs-and-plaid-fall-garland?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,46,6,49554166468,1,1,i_did,false,2010_2019,8,oz,8,4,2,in,False,women,,"['Cottage Chic', 'Boho']",False,True,False,,False,en-US,True,1339,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Garlands, Flags & Bunting']",False,False
674899079,active,100252069,69150433,"Gold Oh Baby Paper Cups, Baby Shower Decorations","Sweet and sophisticated metallic gold paper cups.   Shiny gold foil cups with &quot;Oh Baby&quot; on the side

&#39;Oh Baby&#39; shiny gold foiled cups will look stunning at any baby shower and suit any theme. The elegant gold foil cup with white scripted writing will shine around the room for a perfect baby shower celebration.

Make for a memorable baby shower! The white neutral &#39;Oh Baby&#39; writing will suit any theme. 

Team our cups with plates, napkins and advice cards from the &#39;Oh Baby&#39; range for the perfect setting.

Each pack contains 8 cups.  Each cup holds approx. 9 oz.

Complete your WHOLE PARTY with EnFete - look around the shop for cups, plates, balloons, banners and cake toppers that match your event theme!


Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573434230,1583885030,1547485520,1573434230,6.00,USD,88,"['GR-OB-102', 'GR-PM-904-D']","['shabby chic', 'pink and gold party', 'baby girl shower', 'baby shower cups', 'oh baby cups', 'decorations', 'gold baby shower', 'boy baby shower', 'oh baby shower', 'sip and see decor', 'gold foil', 'metallic gold cups', 'twinkle baby shower']",['Supplies'],[69150433],['Paper'],25442713,,1562732539,https://www.etsy.com/listing/674899079/gold-oh-baby-paper-cups-baby-shower?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,348,95,30193416802,1,3,someone_else,true,2010_2019,5,oz,8,6,4,in,False,,,,False,False,False,,True,en-US,True,6854,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Cups']",False,False
694467741,active,100252069,69150367,Lumberjack Party Plaid Fans,"These Plaid Party Fans are the cutest, they are so versatile they can work for all kinds of celebrations!   Perfect for a lumberjack themed birthday party, a flannel and fizz bachelorette, an I Do BBQ - makes a lovely photo backdrop!

Includes 4 paper fans: a 17&quot;, 14&quot;, 11&quot; and 8&quot; with gold foil accents.  

Complete your whole party with EnFete - find matching plaid party supplies - everything from banners, and cupcake toppers, to napkins and balloons.  Everything you need for a perfectly coordinated party.

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573430303,1583881103,1553824447,1573430303,18.00,USD,2,['MI-PDP201'],"['buffalo check', 'hot cocoa bar', 'hot chocolate bar', 'flannel and fizz', 'bachelorette party', 'baby boy shower', 'little boy birthday', 'lumberjack birthday', 'plaid party backdrop', 'I Do BBQ', 'buffalo plaid decor', 'Christmas party', 'baby shower']",['Paper Goods'],[69150367],"['Set of 4 plaid party fans', 'black and white buffalo check fan', 'tartan plaid fan', 'red and black fan backdrop']",20879105,,1553824448,https://www.etsy.com/listing/694467741/lumberjack-party-plaid-fans?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,19,15,30193416802,1,3,someone_else,true,2010_2019,8,oz,7,7,3,in,False,women,,"['Cottage Chic', 'Boho']",False,False,False,,True,en-US,False,1334,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Banners & Signs']",False,False
684306121,active,100252069,69150433,"Mimosa Bar, Glittered Champagne Flutes, 12 Pack 5oz, Disposable Plastic Cocktail Glasses","Sleek and so very shapely! With the elegance of upscale glass and cost-effectiveness of plastic, these Blush Glitter Sprinkled Champagne flutes are perfect for weddings, mimosa bars, cocktails parties, bridal showers, and even for home use. Splayed base not only adds statuesque sophistication to these goblets but also give firm support to your refreshing beverages.

Our disposable Champagne flutes are an ideal alternative to real glasses since they make the clean-up time a breeze and avoid the hassle involving glass shattering and dish cleaning. 

Bases snap on.  Shipped unassembled.

Additional Information:

Product Material: Hard Plastic
Color: Clear with Blush Glitter
Product Size: 5 Oz
Width : 2 Inch
Height: 7 Inch
BPA Free: Yes
Eco-Friendly: Yes
Bio-Degradable: Yes
WARNING: Not Microwave or Dishwasher Safe

Bases snap on to tops. (please note these do NOT fit on the Bubbles Prosecco stand- sorry!)

Complete your WHOLE party with EnFete!  See the complete line of plates, cups, banners, balloons, party favors and backdrops.  Get everything you need in one shop!

Subscribe to receive info on new items & sales, party tips and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573429025,1583879825,1550544128,1573429025,6.25,USD,22,['PLST_CU0057_046 (BLUSH)'],"['mimosa bar', 'champagne flutes', 'wedding glassware', 'glittered glasses', 'blush bridal shower', 'baby girl shower', '21st birthday party', 'her 30th birthday', 'wedding toast', 'wedding reception', 'rose all day', 'disposable drinkware', 'cocktail glasses']",['Supplies'],[69150433],['Plastic'],25442713,,1567863138,https://www.etsy.com/listing/684306121/mimosa-bar-glittered-champagne-flutes-12?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,764,64,30193416802,1,3,someone_else,true,2010_2019,14,oz,9,5,3,in,False,,,,False,True,False,,True,en-US,False,6854,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Cups']",False,False
556389386,active,100252069,69150433,"Buffalo Plaid Napkins, Lumberjack Birthday Decorations,  Hot Cocoa Bar, Flannel and Fizz, Buffalo Check, Baby Shower","Red and black buffalo check cocktail napkins for your Christmas or lumberjack birthday party. Compliment your decorations and &quot;Eat, drink and be cozy&quot; with these sweet buffalo plaid napkins.  Perfect for a baby shower, birthday, or holiday party.  Be &quot;Mad for Plaid&quot; this holiday!  Perfect for a hot cocoa or chocolate bar!

One package contains 20 cocktail napkins. Each napkin is red and black buffalo check printed with &quot; Eat, drink and be cozy&quot;.

Material: Paper
Size: 5 inch * 5 inch

Made in the USA by Tag LTD. Printed with environmentally safe water-based inks.

Complete your whole party with EnFete - shop for matching plaid party supplies - everything from cups to banners - all perfectly coordinated to help you put together the perfect event.

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573426171,1583876971,1510026305,1573426171,5.00,USD,167,['TAG-COZY'],"['plaid napkins', 'buffalo check', 'Red and Black Plaid', 'hot cocoa bar', 'hot chocolate bar', 'buffalo plaid', 'baby shower', 'flannel and fizz', 'lumberjack birthday', 'lumberjack party', 'Christmas napkins', 'bachelorette party', 'holiday table']",['Supplies'],[69150433],['Paper'],20879105,,1568580644,https://www.etsy.com/listing/556389386/buffalo-plaid-napkins-lumberjack?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,1402,258,30193416802,1,3,someone_else,true,2010_2019,5,oz,7,7,3,in,False,women,,"['Cottage Chic', 'Boho']",False,False,False,,False,en-US,False,6858,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Napkins']",False,False
681788213,active,100252069,68892264,"Bridal Shower Donut Wall Stands, Donut Grow Up Party, Rustic Wedding Decor","Our &#39;Treat Yourself Donut Wall&#39; is perfect for a bridal shower, birthday party, bachelorette or baby shower.  Use for a rustic wedding or donut grown-up party!  Perfect for a unicorn theme!

Guests will adore this cute finishing touch to your celebrations as they help themselves to delicious donuts! 

Watch the look of delight on their faces when they see our fabulous donut wall - Go on treat yourself!

Place the donut wall on a table for a show-stopping party display! 

Each pack contains one donut wall with two feet measuring 16.5 inches (H) and 12.5 (W). The pack includes nine donut pegs measuring 2 inches long.  

Board is made from heavy cardboard with a whitewashed finish.  Feet for standing are included.  Wooden pegs.


Complete your whole party with EnFete – browse the shop to find matching boutique party supplies – everything from cups and plates, to banners and balloons.  Everything you need to put together a perfectly coordinated party.


Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573422580,1583873380,1549721338,1573422580,15.00,USD,30,['GR-PM-375'],"['donut wall', 'rustic wedding', 'bridal shower decor', 'baby shower favors', 'treats table', 'donut stands', 'wedding decorations', 'donut grow up', 'donut kill my vibe', 'tween birthday', 'first birthday', 'unicorn party', 'gold party decor']","['Weddings', 'Decoration']","[68887494, 68892264]","['whitewashed finish cardboard donut wall', 'treat yourself gold lettering', '9 wooden donut pegs', 'feet for standing up donut wall']",25442713,,1566354077,https://www.etsy.com/listing/681788213/bridal-shower-donut-wall-stands-donut?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,1168,115,30193416802,1,3,someone_else,true,2010_2019,35,oz,18,12,8,in,False,,,,False,True,False,,True,en-US,False,6121,"['Weddings', 'Decorations', 'Signs']",False,False
685778001,active,100252069,69150367,"Oh Baby Shower Photo Props, Gold Photo Booth Props","Capture all those precious moments from your baby shower with our fun &#39;Photo booth props&#39;! From bottles to baby onesies and glasses, there is a prop to get everyone involved and having a great time. 

The stylish props have a stunning gold foiled print which makes for some beautiful photographs the mom to be will treasure forever!

Create a fun area for photos and laughter with these photo booth props where the guests can get snap happy! Layer our rose gold fringe curtain behind for a picture perfect set up!

Each pack contains 10 props that vary in size. Max 7 inches high.


Complete your whole party with EnFete – browse the shop to find matching boutique party supplies – everything from cups and plates, to banners and balloons.  Everything you need to put together a perfectly coordinated party.


Subscribe to receive info on new items & sales, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573418894,1583869694,1551029599,1573418894,12.00,USD,107,['GR-OB-122'],"['baby shower props', 'oh baby shower', 'photo booth props', 'baby shower games', 'fun ideas for shower', 'baby boy shower', 'baby girl shower', 'mom to be', 'baby shower cutouts', 'baby shower decor', 'little girl shower', 'twinkle twinkle', 'gold oh baby']",['Paper Goods'],[69150367],['10 oh baby gold photo props'],25201797,,1556844506,https://www.etsy.com/listing/685778001/oh-baby-shower-photo-props-gold-photo?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,1486,194,49554166468,1,1,someone_else,true,2010_2019,8,oz,12,10,2,in,False,,,,False,False,False,,True,en-US,False,1332,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Backdrops & Props']",False,False
670961124,active,100252069,69150433,"Oh Baby Paper Plates, Gold Baby Shower Decorations","Celebrate with our gorgeous foiled gold &#39;Oh baby&#39; paper plates. The white text sits on a shiny gold background. These adorable plates will make up the perfect setting for the glowing mommy to be at her baby shower and make eating tasty party treats easy!


Set the beautiful gold foiled &#39;Oh Baby&#39; plates amongst our napkin and cup - a perfectly coordinated party.

OH BABY PLATES:
Each pack contains 8 plates measuring 9.5 inches (Diameter).

GOLD DOT PLATES:
Each pack contains 8 plates measuring 9 inches (diameter)

Complete your WHOLE PARTY with EnFete - look around the shop for cups, plates, balloons, banners and cake toppers that match your event theme!  Oh baby napkins, Balloons, banner and games - all available!


Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573418550,1583869350,1550698466,1573418550,6.00,USD,29,"['GR-PM-901', 'GR-OB-101']","['baby girl shower', 'baby shower cups', 'decorations', 'gold baby shower', 'boy baby shower', 'sip and see decor', 'gold foil', 'twinkle baby shower', 'oh baby plates', 'metallic gold plates', 'oh boy shower', 'glam baby shower', 'oh baby shower']",['Supplies'],[69150433],['Paper'],25442713,,1562732539,https://www.etsy.com/listing/670961124/oh-baby-paper-plates-gold-baby-shower?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,796,143,30193416802,1,3,someone_else,true,2010_2019,6,oz,8,6,4,in,False,,,,False,True,False,,True,en-US,True,6855,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Plates']",False,False
716009448,active,100252069,69150433,Thanksgiving Cocktail Napkins - Friendsgiving,"Orange and gold cocktail napkins for your fall bar cart or party. Perfect for Thanksgiving and Friendsgiving cocktails before the big meal.

 Four funny phrases in each pack:  Cutie (with pie icon), Leg Day (with turkey drumstick), All about that baste (with turkey) and How We Roll (with a crescent roll.)

This punny napkin set makes a great hostess thank you gift.  Pair with some bar staples and you have a wonderful autumn housewarming gift.

• 5&quot; x 5&quot; Folded Size
• 24 Napkins per Pack
• 4 designs, 6 of each design

Gather banner and paper backdrop fans sold separately by EnFete.

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573410556,1583861356,1566152243,1573507449,7.00,USD,65,['MI-PGP762'],"['fall napkin', 'paper napkin', 'cocktail napkins', 'punny gifts', 'bar cart', 'holiday napkins', 'happy hour', 'coworker gift', 'bar staples', 'Turkey Day', 'hostess gift', 'Thanksgiving decor', 'Friendsgiving']",['Supplies'],[69150433],['Paper'],24541661,4,1570534007,https://www.etsy.com/listing/716009448/thanksgiving-cocktail-napkins?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,374,55,30193416802,1,3,someone_else,true,2010_2019,6,oz,12,10,3,in,False,women,,"['Cottage Chic', 'Boho']",False,False,False,,False,en-US,False,6858,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Napkins']",False,False
743120747,active,100252069,69150367,Thanksgiving Garland - Harvest Acorns and Plaid,"Create a simple yet elegant backdrop for your Thanksgiving and fall decor with this mini banner set. These mini Thanksgiving garkabds are perfect for display above your table filled with desserts. The cozy plaid pennants will make your guests feel right at home. The copper glittered acorns add sparkle to the main course. The &quot;Happy Thanksgiving&quot; banner gives off a warm feeling with its bright copper foil finish. Make setting the table easy this Harvest season with this mini garland set!

• Happy Thanksgiving banner is approximately 2&#39; long

• Acorn and pennant banners are approximately 5&#39; long

• Stitched banners

• 32 glittered  acorn pieces, 21 plaid pennant pieces

• Copper foil and glitter

Lots of matching fall decor in the shop.  Complete your party with EnFete!  Shop for your Thanksgiving tableware - dessert and dinner plates, dinner napkins, cocktail napkins, disposable plastic cocktail glasses and goblets, and even gold plastic silverware.  Everything you need to complete you Thanksgiving holiday tablescape in style!

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573410243,1583861043,1570578691,1573410243,15.00,USD,5,['MI-THP107'],"['thanksgiving decor', 'mantle garland', 'candy corn colors', 'autumn decorations', 'fall garland', 'fall decorations', 'friendsgiving', 'photo prop', 'autumn garland', 'Thanksgiving banner', 'harvest garland', 'plaid pennant banner', 'acorn garland']",['Paper Goods'],[69150367],"['candy corn fall colors plaid cardstock', 'Copper foiled Thanksgiving garland', 'glittered acorn garland']",24541661,2,1570579345,https://www.etsy.com/listing/743120747/thanksgiving-garland-harvest-acorns-and?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,49,11,49554166468,1,1,someone_else,true,2010_2019,8,oz,8,4,2,in,False,women,,"['Cottage Chic', 'Boho']",False,False,False,,False,en-US,False,1339,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Garlands, Flags & Bunting']",False,False
724202168,active,100252069,69150433,Thanksgiving Cocktail Napkins - Gather Together,"Ivory and gold cocktail napkins for your fall bar cart or party. Perfect for Thanksgiving and Friendsgiving cocktails before the big meal.

This bulk set of 40 napkins are perfect for all your holiday cocktails and desserts.  Use them as coasters on your coffee table.  

Each napkin has &#39;gather together&#39; stamped in goil foil on the front.  On the reverse of the folded napking is &#39;gather together&#39; printed in autumn gold (non-foil) 

They are beautiful and elegant.

• 5&quot; x 5&quot; Folded Size 

• 40 Napkins per Pack


Gather banner and paper backdrop fans sold separately by EnFete.

Subscribe for updates, party tips, and free printables at:

https://pages.convertkit.com/ceba5cd529/b18dafea38",1573410243,1583861043,1568926083,1573410243,8.50,USD,21,['MI-PLHT39A'],"['fall napkin', 'paper napkin', 'cocktail napkins', 'bar cart', 'holiday napkins', 'happy hour', 'coworker gift', 'Turkey Day', 'hostess gift', 'Thanksgiving decor', 'Friendsgiving', 'gather together', 'place settings']",['Supplies'],[69150433],['Paper'],24541661,,1568926223,https://www.etsy.com/listing/724202168/thanksgiving-cocktail-napkins-gather?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,36,8,30193416802,1,3,someone_else,true,2010_2019,6,oz,12,10,3,in,False,women,,"['Cottage Chic', 'Boho']",False,True,False,,True,en-US,False,6858,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Napkins']",False,False
695465919,active,100252069,69150433,Black and White Buffalo Check and Floral Paper Plates,"Beautiful and sophisticated paper plates that are farmhouse chic.  Perfect for weddings, I Do BBQs, lumberjack baby showers, engagement parties and so much more.  Perfect with our graduation collection for a stylish and pulled together event.

Black and White Gingham Dinner Plates:

Buffalo check, everyone&#39;s favorite plaid! This classic black and cream pattern with beautiful gold edges will create a beautiful tablescape for any event. Mother&#39;s Day brunch or girls night at bunko, these plates are sure to compliment any decor. Farmhouse style lovers, combine these 9&quot; plates with our Gingham Floral Plates for the perfect table setting at your next event.

• 9&quot; Round Paper Plates
• 12 Plates per Package
• Gold Foil
• Do Not Microwave


Floral 7 inch Dessert Plates:

Black and cream floral? Yes, please. The perfect compliment to our Buffalo Check Plates these floral beauties make creating a stunning party simple. Tea parties, cookie day and bridal showers will be lovely if you choose these gingham floral 7&quot; plates.

• 7&quot; Round Paper Plates
• 12 Plates per Package

Complete your party with EnFete - matching napkins, table runners, cupcake and cake toppers - all available from EnFete for a perfectly coordinated party.

Subscribe for updates, party tips, and free printables at: https://pages.convertkit.com/ceba5cd529/b18dafea38",1573407744,1583858544,1554174368,1573407745,6.50,USD,50,"['MI-PGB754', 'MI-PGB753']","['Thanksgiving', 'Christmas plates', 'paper plates', 'lumberjack party', 'I Do BBQ', 'black and white', 'buffalo check', 'buffalo plaid', 'farmhouse chic', 'graduation party', 'wedding decor', 'place settings', 'baby boy shower']",['Supplies'],[69150433],['Paper'],25442713,,1554174369,https://www.etsy.com/listing/695465919/black-and-white-buffalo-check-and-floral?utm_source=enfeteshop&utm_medium=api&utm_campaign=api,272,23,30193416802,1,3,someone_else,true,2010_2019,5,oz,12,10,2,in,False,,,,False,True,False,,True,en-US,True,6855,"['Craft Supplies & Tools', 'Party & Gifting', 'Party Supplies', 'Tableware', 'Plates']",False,False
